"LIDNUM"	"NAME"	"MID_AGE"	"MAX_AGE"	"MIN_AGE"	"ORDER"	"FAMILY"	"SUBFAMILY"	"GENUS"	"UNIQUE"
27337	"Niderwis"	13.525	14.2	12.85	"Artiodactyla"	"Cervidae"	"\N"	"indet."	"-"
21105	"Oeschgraben"	13.525	14.2	12.85	"Artiodactyla"	"Cervidae"	"\N"	"indet."	"-"
27781	"Ornberg"	13.525	14.2	12.85	"Artiodactyla"	"indet."	"\N"	"indet."	"Ruminantia"
20593	"Pero Filho"	13.525	14.2	12.85	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
20592	"Póvoa de Satarém"	13.525	14.2	12.85	"Artiodactyla"	"Cervidae"	"\N"	"indet."	"-"
20592	"Póvoa de Satarém"	13.525	14.2	12.85	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
20273	"Rümikon"	13.525	14.2	12.85	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
27784	"Rutzentobel 550m"	13.525	14.2	12.85	"Artiodactyla"	"indet."	"\N"	"indet."	"-"
27786	"Schauenberg-Langriet"	13.525	14.2	12.85	"Artiodactyla"	"indet."	"\N"	"indet."	"-"
20115	"Schwamendingen"	13.525	14.2	12.85	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
24337	"Subpiatrã 2/1R"	13.525	14.2	12.85	"Artiodactyla"	"Cervidae"	"\N"	"indet."	"-"
24337	"Subpiatrã 2/1R"	13.525	14.2	12.85	"Artiodactyla"	"Suidae"	"\N"	"indet."	"-"
24617	"Unterneul 1a"	13.525	14.2	12.85	"Artiodactyla"	"indet."	"\N"	"indet."	"-"
24618	"Unterzolling 1a"	13.525	14.2	12.85	"Artiodactyla"	"Suidae"	"\N"	"indet."	"-"
24618	"Unterzolling 1a"	13.525	14.2	12.85	"Artiodactyla"	"Cervidae"	"\N"	"indet."	"Euprox/Heteroprox"
21325	"Uzwil-Nutzenbuech"	13.525	14.2	12.85	"Artiodactyla"	"Suidae"	"\N"	"indet."	"-"
20118	"Zeglingen"	13.525	14.2	12.85	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
21285	"Hambach 6C"	14.5666666666667	14.9333333333333	14.2	"Proboscidea"	"Elephantoidea"	"\N"	"indet."	"-"
22491	"Grund"	14.75	15.3	14.2	"Artiodactyla"	"indet."	"\N"	"indet."	"-"
22491	"Grund"	14.75	15.3	14.2	"Artiodactyla"	"Ruminantia"	"\N"	"indet."	"-"
27820	"Armantes 3"	15.3	16.4	14.2	"Artiodactyla"	"Cervidae"	"\N"	"indet."	"-"
27820	"Armantes 3"	15.3	16.4	14.2	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
27746	"Aspitobel 520m"	15.3	16.4	14.2	"Artiodactyla"	"Cervidae"	"\N"	"indet."	"-"
27748	"Buchberg-Erlistrasse 88"	15.3	16.4	14.2	"Artiodactyla"	"Ruminantia"	"\N"	"indet."	"-"
24464	"Candir (Loc.25)"	15.3	16.4	14.2	"Proboscidea"	"indet."	"\N"	"indet."	"-"
21237	"Chios"	15.3	16.4	14.2	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
22343	"Contres MN 5"	15.3	16.4	14.2	"Proboscidea"	"Gomphotheriidae"	"\N"	"indet."	"-"
24289	"Edelbeuren-Maurerkopf"	15.3	16.4	14.2	"Artiodactyla"	"Suidae"	"\N"	"indet."	"-"
24289	"Edelbeuren-Maurerkopf"	15.3	16.4	14.2	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
24290	"Edelbeuren-Schlachtberg"	15.3	16.4	14.2	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
27475	"Endomime"	15.3	16.4	14.2	"Proboscidea"	"indet."	"\N"	"indet."	"-"
20236	"Enghausen"	15.3	16.4	14.2	"Artiodactyla"	"Cervidae"	"\N"	"indet."	"Euprox/Heteroprox"
21079	"Frohberg"	15.3	16.4	14.2	"Artiodactyla"	"indet."	"\N"	"indet."	"Ruminantia"
21095	"Güntisberg"	15.3	16.4	14.2	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
21095	"Güntisberg"	15.3	16.4	14.2	"Artiodactyla"	"indet."	"\N"	"indet."	"Ruminantia"
21115	"Hotwiel"	15.3	16.4	14.2	"Artiodactyla"	"indet."	"\N"	"indet."	"Ruminantia"
21114	"Hüllistein"	15.3	16.4	14.2	"Artiodactyla"	"Cervidae"	"\N"	"indet."	"-"
20300	"La Retama"	15.3	16.4	14.2	"Artiodactyla"	"Cervidae"	"\N"	"indet."	"-"
21700	"Manciet base"	15.3	16.4	14.2	"Proboscidea"	"Mammutidae"	"\N"	"indet."	"-"
21094	"Martinsbrünneli"	15.3	16.4	14.2	"Artiodactyla"	"indet."	"\N"	"indet."	"Ruminantia"
21097	"Matt"	15.3	16.4	14.2	"Artiodactyla"	"indet."	"\N"	"indet."	"Ruminantia"
27758	"Oggenhausen 1"	15.3	16.4	14.2	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
27758	"Oggenhausen 1"	15.3	16.4	14.2	"Artiodactyla"	"Cervidae"	"\N"	"indet."	"Euprox/Heteroprox"
27782	"Rämisgraben"	15.3	16.4	14.2	"Artiodactyla"	"Cervidae"	"\N"	"indet."	"-"
21080	"Tobel-Hombrechtikon"	15.3	16.4	14.2	"Artiodactyla"	"indet."	"\N"	"indet."	"Ruminantia"
20238	"Ziemetshausen 1b"	15.3	16.4	14.2	"Artiodactyla"	"Cervidae"	"\N"	"indet."	"Euprox/Heteroprox"
21224	"Els Casots"	16.08	16.225	15.935	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
20026	"Sant Mamet"	16.08	16.225	15.935	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
28802	"Can Martí Vell 1"	16.3925	16.56	16.225	"Artiodactyla"	"indet."	"\N"	"indet."	"-"
28803	"Can Martí Vell 2"	16.3925	16.56	16.225	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
28804	"Can Martí Vell 3"	16.3925	16.56	16.225	"Artiodactyla"	"indet."	"\N"	"indet."	"-"
20572	"Can Martí Vell I"	16.3925	16.56	16.225	"Artiodactyla"	"Bovidae"	"\N"	"indet."	"-"
20031	"Les Cases de la Valenciana"	16.3925	16.56	16.225	"Artiodactyla"	"Bovidae"	"\N"	"indet."	"-"
20412	"Engelswies"	16.4055	16.543	16.268	"Primates"	"Hominidae"	"\N"	"indet."	"-"
21124	"Obergänserndorf 1"	16.512	16.721	16.303	"Artiodactyla"	"Cervidae"	"Procervulinae"	"indet."	"-"
23449	"Akcahisar 1"	16.8	17.2	16.4	"Artiodactyla"	"indet."	"\N"	"indet."	"-"
20485	"Armantes 1"	16.8	17.2	16.4	"Artiodactyla"	"Cervidae"	"\N"	"indet."	"-"
20077	"Artesilla"	16.8	17.2	16.4	"Artiodactyla"	"Palaeomerycidae"	"\N"	"indet."	"-"
24410	"Baggersee Freudenegg 1"	16.8	17.2	16.4	"Artiodactyla"	"Suidae"	"\N"	"indet."	"-"
24411	"Baggersee Freudenegg 2"	16.8	17.2	16.4	"Artiodactyla"	"Cervidae"	"\N"	"indet."	"-"
24411	"Baggersee Freudenegg 2"	16.8	17.2	16.4	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
24412	"Baggersee Freudenegg 3"	16.8	17.2	16.4	"Artiodactyla"	"Cervidae"	"\N"	"indet."	"-"
21004	"Belchatow C"	16.8	17.2	16.4	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
21004	"Belchatow C"	16.8	17.2	16.4	"Artiodactyla"	"indet."	"\N"	"indet."	"small"
23650	"Kaplangi"	16.8	17.2	16.4	"Artiodactyla"	"indet."	"\N"	"indet."	"-"
28855	"la Vinya Vella"	16.8	17.2	16.4	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
20486	"Munébrega 1"	16.8	17.2	16.4	"Artiodactyla"	"Cervidae"	"\N"	"indet."	"-"
20486	"Munébrega 1"	16.8	17.2	16.4	"Proboscidea"	"indet."	"\N"	"indet."	"-"
22355	"Munébrega 3"	16.8	17.2	16.4	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
21119	"Oberdorf 3 (O3)"	16.8	17.2	16.4	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
27736	"Petersbuch 15"	16.8	17.2	16.4	"Artiodactyla"	"indet."	"\N"	"indet."	"-"
21272	"Semsettin 2"	16.8	17.2	16.4	"Proboscidea"	"indet."	"\N"	"indet."	"-"
27167	"Sérido"	16.8	17.2	16.4	"Artiodactyla"	"Cervidae"	"\N"	"indet."	"-"
27167	"Sérido"	16.8	17.2	16.4	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
21081	"Tägernaustrasse"	16.8	17.2	16.4	"Artiodactyla"	"indet."	"\N"	"indet."	"Ruminantia"
24674	"Torralba 1"	16.8	17.2	16.4	"Artiodactyla"	"Cervidae"	"\N"	"indet."	"-"
24674	"Torralba 1"	16.8	17.2	16.4	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
24674	"Torralba 1"	16.8	17.2	16.4	"Proboscidea"	"indet."	"\N"	"indet."	"-"
21284	"Valtorres"	16.8	17.2	16.4	"Perissodactyla"	"Rhinocerotidae"	"\N"	"indet."	"-"
21284	"Valtorres"	16.8	17.2	16.4	"Proboscidea"	"indet."	"\N"	"indet."	"-"
21271	"Semsettin 1"	17.2	17.2	17.2	"Artiodactyla"	"Suidae"	"\N"	"indet."	"-"
