"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"
1.29812815947026	0.203095810027641	-0.64514668223026	0.26839706090673	-0.434375174571468	0.394843090549513	-0.601206429496354	0.250633138708815	-0.162883491203609	-0.298665202840791
-0.0617100784535442	0.177971260549098	-0.0436190165727041	-0.465115903984296	-0.219440730289175	0.106415529489477	0.348982721967158	0.0943852915757942	-0.476101142364232	-0.595377191501096
0.325641864896077	0.483318093406117	-0.111747111617003	-0.259354553641096	-0.29620150908517	1.11506592389743	0.700741380368998	0.0723465359142052	-0.143986993861262	-0.600020873794959
0.496977926393106	-0.269273184510274	0.432285882377032	-0.329023001065301	-0.484612319041712	0.241393777436686	-0.0588282209207196	-0.0698242017453203	0.72274234184568	0.256599144560488
0.392056922582389	-0.38102164806988	0.0751009085816156	0.0607398699386262	-0.0654696986728939	0.36750114548696	-0.0504626663496062	-0.0689074436340247	-0.356310473223335	0.21966395374955
0.171864653755949	-0.0673715729324527	0.183002948732005	0.511155205214054	-0.110944216115505	0.133322340514251	-0.101629625845134	-0.0755346649300552	-0.0219747089595027	-0.0666588468520025
0.0782087895811366	-0.19543949439377	0.134838366494905	-0.281738619269632	-0.275243988507668	0.200821357286593	0.315853145153032	-0.480711510833795	-0.183515157219086	-0.496766494876424
0.611598949905919	-0.40556565698986	0.88370774119495	-0.512716291311363	0.0106164555206925	-0.038927084849173	0.0481045999702968	0.0209952887972168	0.250235520710843	-0.902171689957011
0.242621551481209	-0.0533322441666058	0.29041917177231	-0.224200518304372	0.211491394971652	0.201441390834577	-0.177232602727821	0.159782091285866	0.157321493952704	-0.0420450872320514
0.200447346262381	-0.331429840870822	0.22657897892026	-0.0279347076411814	-0.139317380420178	0.203540910301228	-0.127426943128662	-0.297837368393728	-0.238904624805463	0.0762429760806798
-0.140180733979838	0.14915138534795	-0.0071093232197194	-0.13898306187353	-0.151356436710294	0.243610480118005	0.0083897056845936	-0.296032092033654	0.0303623193413353	-0.263244263233902
-0.227688003604919	0.133151120567106	0.0312858942878646	-0.0307003992180626	-0.357416883874117	0.387082832285134	-0.05310255482203	-0.628098542984735	0.0577098235446789	-0.275160205686517
-0.0697636672834563	-0.0203790432899588	0.0929628627246998	-0.0471820745877411	-0.0507411867727847	0.594024445611074	-0.502085243662228	-0.787212041781187	0.110801633278752	-0.92632955535817
-0.053622357093646	-0.272978561338992	0.154349929329414	0.156830791666807	-0.273993315107689	0.394735141740634	-0.365523468736122	-0.568568316397285	-0.2506772567396	-0.316690930665466
-0.116320959403927	0.106260525196315	0.198940005018886	0.213056107395863	-0.108992924894312	0.542458118179099	-0.624655120578165	-0.603911372563093	0.21534094153334	-0.77838267743024
0.190182022578599	-0.310752871190297	0.0788137249620203	0.145930772180697	-0.00960544759404779	0.120979110511335	0.0501765920961039	-0.320385655026789	-0.238545948883772	-0.489585073446408
0.157010268359304	-0.295481473948899	0.06603759054898	-0.0791364311552666	-0.0672814466604707	0.126147313037633	-0.125034986522082	-0.269298716899005	-0.299657947116725	0.0868286688408716
0.047706897611478	-0.222093591489831	0.0194808437297538	0.0795611690919036	-0.216734079426463	0.374645579445881	-0.284706026587165	-0.686288891425299	-0.170359287345151	-0.301404926625996
0.198753665050496	-0.312556508511004	0.0546811843457734	0.0967547835675919	-0.00676578282287498	0.171624175747209	-0.0578009414873963	-0.286723066129293	-0.284003690424542	-0.244161102287442
-0.104869484804389	-0.0621813027595467	-0.0141092600357413	0.0090754245956948	-0.238007788896833	0.362234061824125	-0.175792139927364	-0.530356079056181	-0.126744065389367	-0.244373201863465
